MS-DRG ,MDC,TYPE,MS-DRG Title,Weights,Geometric mean LOS,Arithmetic mean LOS
660, 11,SURG,KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W CC,1.8863,4.0,5.3
661, 11,SURG,KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W/O CC/MCC,1.4239,2.2,2.7
662, 11,SURG,MINOR BLADDER PROCEDURES W MCC,2.8932,7.3,9.6
663, 11,SURG,MINOR BLADDER PROCEDURES W CC,1.5062,3.8,5.1
664, 11,SURG,MINOR BLADDER PROCEDURES W/O CC/MCC,1.2146,2.0,2.5
665, 11,SURG,PROSTATECTOMY W MCC,3.0641,8.3,10.4
666, 11,SURG,PROSTATECTOMY W CC,1.7583,4.6,6.2
667, 11,SURG,PROSTATECTOMY W/O CC/MCC,1.0017,2.3,2.9
668, 11,SURG,TRANSURETHRAL PROCEDURES W MCC,2.4534,6.3,8.2
669, 11,SURG,TRANSURETHRAL PROCEDURES W CC,1.3062,3.0,4.0
670, 11,SURG,TRANSURETHRAL PROCEDURES W/O CC/MCC,0.9652,2.2,2.7
671, 11,SURG,URETHRAL PROCEDURES W CC/MCC,1.5623,4.1,5.2
672, 11,SURG,URETHRAL PROCEDURES W/O CC/MCC,0.9816,2.1,2.6
673, 11,SURG,OTHER KIDNEY & URINARY TRACT PROCEDURES W MCC,3.3428,7.4,10.2
674, 11,SURG,OTHER KIDNEY & URINARY TRACT PROCEDURES W CC,2.2548,5.3,6.8
675, 11,SURG,OTHER KIDNEY & URINARY TRACT PROCEDURES W/O CC/MCC,1.5477,2.5,3.3
682, 11,MED,RENAL FAILURE W MCC,1.4989,4.5,6.0
683, 11,MED,RENAL FAILURE W CC,0.9191,3.4,4.2
684, 11,MED,RENAL FAILURE W/O CC/MCC,0.6181,2.4,2.9
685, 11,MED,ADMIT FOR RENAL DIALYSIS,1.0429,2.8,3.7
686, 11,MED,KIDNEY & URINARY TRACT NEOPLASMS W MCC,1.6710,5.3,6.9
687, 11,MED,KIDNEY & URINARY TRACT NEOPLASMS W CC,1.0607,3.5,4.6
688, 11,MED,KIDNEY & URINARY TRACT NEOPLASMS W/O CC/MCC,0.6891,2.1,2.6
689, 11,MED,KIDNEY & URINARY TRACT INFECTIONS W MCC,1.0649,4.0,4.9
690, 11,MED,KIDNEY & URINARY TRACT INFECTIONS W/O MCC,0.7777,3.1,3.7
691, 11,MED,URINARY STONES W ESW LITHOTRIPSY W CC/MCC,1.6069,3.0,4.0
692, 11,MED,URINARY STONES W ESW LITHOTRIPSY W/O CC/MCC,1.2674,1.9,2.3
693, 11,MED,URINARY STONES W/O ESW LITHOTRIPSY W MCC,1.3245,3.8,5.0
694, 11,MED,URINARY STONES W/O ESW LITHOTRIPSY W/O MCC,0.7389,2.0,2.5
695, 11,MED,KIDNEY & URINARY TRACT SIGNS & SYMPTOMS W MCC,1.2176,3.9,5.1
696, 11,MED,KIDNEY & URINARY TRACT SIGNS & SYMPTOMS W/O MCC,0.6938,2.5,3.1
697, 11,MED,URETHRAL STRICTURE,0.8503,2.6,3.3
698, 11,MED,OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,1.5661,5.0,6.3
699, 11,MED,OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,1.0359,3.5,4.4
700, 11,MED,OTHER KIDNEY & URINARY TRACT DIAGNOSES W/O CC/MCC,0.7433,2.7,3.3
707, 12,SURG,MAJOR MALE PELVIC PROCEDURES W CC/MCC,1.8091,2.7,3.7
708, 12,SURG,MAJOR MALE PELVIC PROCEDURES W/O CC/MCC,1.3476,1.4,1.6
709, 12,SURG,PENIS PROCEDURES W CC/MCC,2.1748,4.5,6.8
710, 12,SURG,PENIS PROCEDURES W/O CC/MCC,1.4650,1.8,2.2
711, 12,SURG,TESTES PROCEDURES W CC/MCC,2.1211,5.8,7.5
712, 12,SURG,TESTES PROCEDURES W/O CC/MCC,1.0714,2.6,3.2
713, 12,SURG,TRANSURETHRAL PROSTATECTOMY W CC/MCC,1.5948,3.5,5.0
714, 12,SURG,TRANSURETHRAL PROSTATECTOMY W/O CC/MCC,0.8410,1.7,2.0
715, 12,SURG,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC FOR MALIGNANCY W CC/MCC,2.0657,5.1,7.1
716, 12,SURG,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC FOR MALIGNANCY W/O CC/MCC,1.2097,1.6,1.9
717, 12,SURG,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC EXC MALIGNANCY W CC/MCC,1.6430,4.3,5.7
718, 12,SURG,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC EXC MALIGNANCY W/O CC/MCC,1.0425,2.4,3.1
722, 12,MED,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM W MCC",1.6914,5.2,7.0
723, 12,MED,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM W CC",1.0847,3.8,4.8
724, 12,MED,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM W/O CC/MCC",0.7356,2.0,2.8
725, 12,MED,BENIGN PROSTATIC HYPERTROPHY W MCC,1.3225,4.4,5.8
726, 12,MED,BENIGN PROSTATIC HYPERTROPHY W/O MCC,0.7233,2.7,3.3
727, 12,MED,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM W MCC,1.3771,4.7,5.9
728, 12,MED,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM W/O MCC,0.8078,3.1,3.8
729, 12,MED,OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES W CC/MCC,1.0716,3.5,4.7
730, 12,MED,OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES W/O CC/MCC,0.6552,2.3,2.8
734, 13,SURG,"PELVIC EVISCERATION, RAD HYSTERECTOMY & RAD VULVECTOMY W CC/MCC",2.7192,4.6,6.9
735, 13,SURG,"PELVIC EVISCERATION, RAD HYSTERECTOMY & RAD VULVECTOMY W/O CC/MCC",1.2428,1.8,2.2
736, 13,SURG,UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W MCC,4.1739,9.6,11.7
737, 13,SURG,UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W CC,1.9513,4.9,5.7
738, 13,SURG,UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W/O CC/MCC,1.3956,3.0,3.4
739, 13,SURG,"UTERINE,ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W MCC",3.4992,7.0,9.3
740, 13,SURG,"UTERINE,ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W CC",1.7059,3.2,4.2
741, 13,SURG,"UTERINE,ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W/O CC/MCC",1.2358,1.8,2.1
742, 13,SURG,UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W CC/MCC,1.6087,3.1,4.1
743, 13,SURG,UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W/O CC/MCC,1.0167,1.8,2.0
744, 13,SURG,"D&C, CONIZATION, LAPAROSCOPY & TUBAL INTERRUPTION W CC/MCC",1.6717,4.0,5.4
745, 13,SURG,"D&C, CONIZATION, LAPAROSCOPY & TUBAL INTERRUPTION W/O CC/MCC",1.0593,2.2,2.5
746, 13,SURG,"VAGINA, CERVIX & VULVA PROCEDURES W CC/MCC",1.4750,3.4,4.8
747, 13,SURG,"VAGINA, CERVIX & VULVA PROCEDURES W/O CC/MCC",0.9364,1.6,2.0
748, 13,SURG,FEMALE REPRODUCTIVE SYSTEM RECONSTRUCTIVE PROCEDURES,1.1940,1.7,2.1
749, 13,SURG,OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES W CC/MCC,2.7550,5.8,8.3
750, 13,SURG,OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES W/O CC/MCC,1.2993,2.5,3.1
754, 13,MED,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM W MCC",1.9107,5.6,7.8
755, 13,MED,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM W CC",1.1225,3.7,4.8
756, 13,MED,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM W/O CC/MCC",0.6691,2.2,2.8
757, 13,MED,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM W MCC",1.4425,5.3,6.6
758, 13,MED,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM W CC",1.0480,4.0,5.0
759, 13,MED,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM W/O CC/MCC",0.7042,2.8,3.4
760, 13,MED,MENSTRUAL & OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS W CC/MCC,0.8793,2.8,3.7
761, 13,MED,MENSTRUAL & OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS W/O CC/MCC,0.5559,1.8,2.1
765, 14,SURG,CESAREAN SECTION W CC/MCC,1.1358,3.7,4.7
766, 14,SURG,CESAREAN SECTION W/O CC/MCC,0.8100,2.8,3.0
767, 14,SURG,VAGINAL DELIVERY W STERILIZATION &/OR D&C,0.8905,2.5,2.9
768, 14,SURG,VAGINAL DELIVERY W O.R. PROC EXCEPT STERIL &/OR D&C,1.2712,4.7,5.8
769, 14,SURG,POSTPARTUM & POST ABORTION DIAGNOSES W O.R. PROCEDURE,2.0576,4.1,6.2
770, 14,SURG,"ABORTION W D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY",0.9707,2.1,2.6
774, 14,MED,VAGINAL DELIVERY W COMPLICATING DIAGNOSES,0.7962,2.6,3.2
775, 14,MED,VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,0.6094,2.1,2.3
776, 14,MED,POSTPARTUM & POST ABORTION DIAGNOSES W/O O.R. PROCEDURE,0.7076,2.5,3.2
777, 14,MED,ECTOPIC PREGNANCY,0.9897,1.9,2.3
778, 14,MED,THREATENED ABORTION,0.6080,2.1,3.2
779, 14,MED,ABORTION W/O D&C,0.6300,1.8,2.2
780, 14,MED,FALSE LABOR,0.6099,1.6,3.3
781, 14,MED,OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,0.8181,2.7,4.0
782, 14,MED,OTHER ANTEPARTUM DIAGNOSES W/O MEDICAL COMPLICATIONS,0.4711,1.7,2.6
789, 15,MED,"NEONATES, DIED OR TRANSFERRED TO ANOTHER ACUTE CARE FACILITY",1.5979,1.8,1.8
790, 15,MED,"EXTREME IMMATURITY OR RESPIRATORY DISTRESS SYNDROME, NEONATE",5.2692,17.9,17.9
791, 15,MED,PREMATURITY W MAJOR PROBLEMS,3.5987,13.3,13.3
792, 15,MED,PREMATURITY W/O MAJOR PROBLEMS,2.1713,8.6,8.6
793, 15,MED,FULL TERM NEONATE W MAJOR PROBLEMS,3.6967,4.7,4.7
794, 15,MED,NEONATE W OTHER SIGNIFICANT PROBLEMS,1.3084,3.4,3.4
795, 15,MED,NORMAL NEWBORN,0.1771,3.1,3.1
799, 16,SURG,SPLENECTOMY W MCC,5.0987,8.4,11.3
800, 16,SURG,SPLENECTOMY W CC,2.8433,5.3,7.0
801, 16,SURG,SPLENECTOMY W/O CC/MCC,1.6639,2.7,3.3
802, 16,SURG,OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W MCC,3.1629,7.5,10.1
803, 16,SURG,OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W CC,1.7769,4.5,5.7
804, 16,SURG,OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W/O CC/MCC,1.2361,2.4,3.0
808, 16,MED,MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,2.1724,5.8,7.7
809, 16,MED,MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,1.2049,3.7,4.7
810, 16,MED,MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC,0.9387,2.8,3.4
811, 16,MED,RED BLOOD CELL DISORDERS W MCC,1.3352,3.7,5.0
812, 16,MED,RED BLOOD CELL DISORDERS W/O MCC,0.8632,2.8,3.5
813, 16,MED,COAGULATION DISORDERS,1.9246,3.7,5.1
814, 16,MED,RETICULOENDOTHELIAL & IMMUNITY DISORDERS W MCC,1.7033,4.8,6.6
815, 16,MED,RETICULOENDOTHELIAL & IMMUNITY DISORDERS W CC,0.9629,3.2,4.0
816, 16,MED,RETICULOENDOTHELIAL & IMMUNITY DISORDERS W/O CC/MCC,0.7358,2.4,2.9
820, 17,SURG,LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W MCC,5.9142,12.0,16.6
821, 17,SURG,LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W CC,2.3309,4.5,6.3
822, 17,SURG,LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W/O CC/MCC,1.2134,2.0,2.6
823, 17,SURG,LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W MCC,4.4304,10.8,14.2
824, 17,SURG,LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W CC,2.2564,5.8,7.7
825, 17,SURG,LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W/O CC/MCC,1.3561,3.0,3.9
826, 17,SURG,MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,4.8686,10.7,14.0
827, 17,SURG,MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,2.3484,5.0,6.4
828, 17,SURG,MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,1.4739,2.8,3.4
829, 17,SURG,MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W CC/MCC,3.3552,7.0,10.5
830, 17,SURG,MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER O.R. PROC W/O CC/MCC,1.5046,3.0,3.8
834, 17,MED,ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,5.6316,10.1,16.9
835, 17,MED,ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,2.2517,4.8,7.7
836, 17,MED,ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W/O CC/MCC,1.2096,2.9,4.3
837, 17,MED,CHEMO W ACUTE LEUKEMIA AS SDX OR W HIGH DOSE CHEMO AGENT W MCC,6.0067,15.2,21.1
838, 17,MED,CHEMO W ACUTE LEUKEMIA AS SDX W CC OR HIGH DOSE CHEMO AGENT,2.6237,6.5,9.2
839, 17,MED,CHEMO W ACUTE LEUKEMIA AS SDX W/O CC/MCC,1.3501,4.8,5.3
840, 17,MED,LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,3.1216,7.5,10.4
841, 17,MED,LYMPHOMA & NON-ACUTE LEUKEMIA W CC,1.6931,4.7,6.1
842, 17,MED,LYMPHOMA & NON-ACUTE LEUKEMIA W/O CC/MCC,1.1365,3.0,3.9
843, 17,MED,OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W MCC,1.8032,5.5,7.5
844, 17,MED,OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC,1.1817,4.0,5.2
845, 17,MED,OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W/O CC/MCC,0.8519,2.9,3.7
846, 17,MED,CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC,2.4663,6.0,8.1
847, 17,MED,CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,1.2507,3.5,4.0
848, 17,MED,CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W/O CC/MCC,0.9131,2.9,3.3
849, 17,MED,RADIOTHERAPY,1.7519,5.0,6.5
853, 18,SURG,INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,5.1097,10.5,13.5
854, 18,SURG,INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,2.3655,6.4,7.8
855, 18,SURG,INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W/O CC/MCC,1.5640,3.6,4.5
856, 18,SURG,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,4.6425,9.6,12.8
857, 18,SURG,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W CC,2.0786,5.6,6.9
858, 18,SURG,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W/O CC/MCC,1.4545,4.0,4.9
862, 18,MED,POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W MCC,1.8151,5.3,6.9
863, 18,MED,POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W/O MCC,0.9903,3.7,4.5
864, 18,MED,FEVER,0.8385,2.8,3.5
865, 18,MED,VIRAL ILLNESS W MCC,1.3267,4.0,5.3
866, 18,MED,VIRAL ILLNESS W/O MCC,0.7676,2.7,3.4
867, 18,MED,OTHER INFECTIOUS & PARASITIC DISEASES DIAGNOSES W MCC,2.6467,6.7,9.1
868, 18,MED,OTHER INFECTIOUS & PARASITIC DISEASES DIAGNOSES W CC,1.0595,3.7,4.6
869, 18,MED,OTHER INFECTIOUS & PARASITIC DISEASES DIAGNOSES W/O CC/MCC,0.6640,2.6,3.1
870, 18,MED,SEPTICEMIA OR SEVERE SEPSIS W MV >96 HOURS,5.8960,12.6,14.6
871, 18,MED,SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W MCC,1.7660,4.9,6.4
872, 18,MED,SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W/O MCC,1.0283,3.8,4.5
876, 19,SURG,O.R. PROCEDURE W PRINCIPAL DIAGNOSES OF MENTAL ILLNESS,3.4193,7.9,13.9
880, 19,MED,ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,0.7404,2.5,3.3
881, 19,MED,DEPRESSIVE NEUROSES,0.6677,3.5,4.6
882, 19,MED,NEUROSES EXCEPT DEPRESSIVE,0.7307,3.4,4.7
883, 19,MED,DISORDERS OF PERSONALITY & IMPULSE CONTROL,1.2851,4.5,7.8
884, 19,MED,ORGANIC DISTURBANCES & INTELLECTUAL DISABILITY,1.1753,4.3,6.3
885, 19,MED,PSYCHOSES,1.0938,5.6,7.9
886, 19,MED,BEHAVIORAL & DEVELOPMENTAL DISORDERS,0.8339,4.2,6.1
887, 19,MED,OTHER MENTAL DISORDER DIAGNOSES,1.0077,2.9,4.6
894, 20,MED,"ALCOHOL/DRUG ABUSE OR DEPENDENCE, LEFT AMA",0.4852,2.1,2.9
895, 20,MED,ALCOHOL/DRUG ABUSE OR DEPENDENCE W REHABILITATION THERAPY,1.2914,9.4,12.1
896, 20,MED,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W MCC,1.6098,4.9,6.8
897, 20,MED,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,0.7481,3.4,4.2
901, 21,SURG,WOUND DEBRIDEMENTS FOR INJURIES W MCC,4.3264,9.2,13.4
902, 21,SURG,WOUND DEBRIDEMENTS FOR INJURIES W CC,1.8916,5.2,7.1
903, 21,SURG,WOUND DEBRIDEMENTS FOR INJURIES W/O CC/MCC,1.1114,3.2,4.0
904, 21,SURG,SKIN GRAFTS FOR INJURIES W CC/MCC,3.2625,7.4,10.4
905, 21,SURG,SKIN GRAFTS FOR INJURIES W/O CC/MCC,1.3798,3.4,4.3
906, 21,SURG,HAND PROCEDURES FOR INJURIES,1.5037,3.0,4.4
907, 21,SURG,OTHER O.R. PROCEDURES FOR INJURIES W MCC,3.8681,7.4,10.2
908, 21,SURG,OTHER O.R. PROCEDURES FOR INJURIES W CC,2.0584,4.4,5.7
909, 21,SURG,OTHER O.R. PROCEDURES FOR INJURIES W/O CC/MCC,1.3110,2.6,3.3
913, 21,MED,TRAUMATIC INJURY W MCC,1.2511,3.6,4.8
914, 21,MED,TRAUMATIC INJURY W/O MCC,0.7634,2.5,3.1
915, 21,MED,ALLERGIC REACTIONS W MCC,1.6001,3.8,5.1
916, 21,MED,ALLERGIC REACTIONS W/O MCC,0.5955,1.8,2.2
917, 21,MED,POISONING & TOXIC EFFECTS OF DRUGS W MCC,1.4307,3.5,4.9
918, 21,MED,POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,0.7115,2.3,3.0
919, 21,MED,COMPLICATIONS OF TREATMENT W MCC,1.7730,4.5,6.2
920, 21,MED,COMPLICATIONS OF TREATMENT W CC,1.0074,3.1,4.0
921, 21,MED,COMPLICATIONS OF TREATMENT W/O CC/MCC,0.6950,2.2,2.8
922, 21,MED,"OTHER INJURY, POISONING & TOXIC EFFECT DIAG W MCC",1.4439,3.8,5.5
923, 21,MED,"OTHER INJURY, POISONING & TOXIC EFFECT DIAG W/O MCC",0.8218,2.5,3.6
927, 22,SURG,EXTENSIVE BURNS OR FULL THICKNESS BURNS W MV >96 HRS W SKIN GRAFT,14.4493,22.3,30.0
928, 22,SURG,FULL THICKNESS BURN W SKIN GRAFT OR INHAL INJ W CC/MCC,5.1947,10.4,14.3
929, 22,SURG,FULL THICKNESS BURN W SKIN GRAFT OR INHAL INJ W/O CC/MCC,2.5587,5.5,7.6
933, 22,MED,EXTENSIVE BURNS OR FULL THICKNESS BURNS W MV >96 HRS W/O SKIN GRAFT,3.1252,2.4,6.6
934, 22,MED,FULL THICKNESS BURN W/O SKIN GRFT OR INHAL INJ,1.6575,4.1,6.5
935, 22,MED,NON-EXTENSIVE BURNS,1.6635,3.5,5.4
939, 23,SURG,O.R. PROC W DIAGNOSES OF OTHER CONTACT W HEALTH SERVICES W MCC,3.3068,6.7,9.9
940, 23,SURG,O.R. PROC W DIAGNOSES OF OTHER CONTACT W HEALTH SERVICES W CC,1.9740,3.8,5.4
941, 23,SURG,O.R. PROC W DIAGNOSES OF OTHER CONTACT W HEALTH SERVICES W/O CC/MCC,1.4341,2.3,2.9
945, 23,MED,REHABILITATION W CC/MCC,1.2234,8.7,10.3
946, 23,MED,REHABILITATION W/O CC/MCC,1.0534,7.1,8.0
947, 23,MED,SIGNS & SYMPTOMS W MCC,1.1364,3.6,4.7
948, 23,MED,SIGNS & SYMPTOMS W/O MCC,0.7463,2.7,3.4
949, 23,MED,AFTERCARE W CC/MCC,0.9442,3.0,4.3
950, 23,MED,AFTERCARE W/O CC/MCC,0.5660,2.3,2.7
951, 23,MED,OTHER FACTORS INFLUENCING HEALTH STATUS,0.9244,2.6,6.0
955, 24,SURG,CRANIOTOMY FOR MULTIPLE SIGNIFICANT TRAUMA,5.4840,7.5,10.8
956, 24,SURG,"LIMB REATTACHMENT, HIP & FEMUR PROC FOR MULTIPLE SIGNIFICANT TRAUMA",3.8187,6.5,7.9
957, 24,SURG,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA W MCC,6.8917,9.7,13.5
958, 24,SURG,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA W CC,3.8591,7.1,8.5
959, 24,SURG,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA W/O CC/MCC,2.5275,4.2,5.0
963, 24,MED,OTHER MULTIPLE SIGNIFICANT TRAUMA W MCC,2.5822,5.3,7.8
964, 24,MED,OTHER MULTIPLE SIGNIFICANT TRAUMA W CC,1.4177,4.1,5.1
965, 24,MED,OTHER MULTIPLE SIGNIFICANT TRAUMA W/O CC/MCC,0.9686,2.9,3.6
969, 25,SURG,HIV W EXTENSIVE O.R. PROCEDURE W MCC,5.8763,11.5,16.1
970, 25,SURG,HIV W EXTENSIVE O.R. PROCEDURE W/O MCC,2.4171,5.8,7.7
974, 25,MED,HIV W MAJOR RELATED CONDITION W MCC,2.6672,6.6,9.3
975, 25,MED,HIV W MAJOR RELATED CONDITION W CC,1.2730,4.3,5.8
976, 25,MED,HIV W MAJOR RELATED CONDITION W/O CC/MCC,0.8784,3.2,4.0
977, 25,MED,HIV W OR W/O OTHER RELATED CONDITION,1.2405,3.6,5.0
981,  ,SURG,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,4.9451,9.6,12.6
982,  ,SURG,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W CC,2.7320,5.4,7.0
983,  ,SURG,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC,1.7815,2.7,3.6
984,  ,SURG,PROSTATIC O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,3.4109,8.7,11.9
985,  ,SURG,PROSTATIC O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W CC,1.8073,4.5,6.3
986,  ,SURG,PROSTATIC O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC,1.1128,2.3,3.1
987,  ,SURG,NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,3.3271,8.3,11.1
988,  ,SURG,NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W CC,1.7171,4.5,6.1
989,  ,SURG,NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC,1.0564,2.2,3.0
998,  ,**,PRINCIPAL DIAGNOSIS INVALID AS DISCHARGE DIAGNOSIS,,,
999,  ,**,UNGROUPABLE,,,
,,,,,,
"**MS-DRGs 998 and 999 contain cases that could not be assigned to valid DRGs.     
",,,,,,
